player_id,pos,age,g,mp,fg,fga,x3p,x2p,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,pred_pos,score
4859,PG,21.0,33,1167.0,273,669,128.0,145,95,111,39.0,169.0,208.0,278,44.0,11.0,114.0,113,769,PG,2
3817,PG,36.0,51,787.0,127,299,45.0,82,27,41,13.0,56.0,69.0,139,11.0,4.0,56.0,63,326,PG,2
4877,PG,21.0,26,361.0,50,114,18.0,32,31,37,9.0,30.0,39.0,34,16.0,4.0,21.0,22,149,SG,2
5089,PG,22.0,6,32.0,4,12,1.0,3,5,9,2.0,2.0,4.0,2,2.0,1.0,2.0,3,14,SG,2
5060,PG,20.0,6,14.0,2,8,0.0,2,0,0,0.0,2.0,2.0,1,1.0,0.0,1.0,0,4,SG,2
5058,PG,23.0,13,122.0,18,41,5.0,13,0,2,2.0,20.0,22.0,27,2.0,0.0,10.0,7,41,PG,2
3815,SG,34.0,98,2932.0,430,986,176.0,254,234,286,24.0,178.0,202.0,292,64.0,38.0,166.0,92,1270,PG,2
4908,PG,22.0,88,1704.0,354,888,186.0,168,152,178,26.0,160.0,186.0,256,60.0,26.0,140.0,144,1046,PG,2
4912,PG,21.0,12,400.0,93,224,17.0,76,36,43,12.0,62.0,74.0,72,10.0,7.0,39.0,34,239,PG,2
3812,PG,34.0,26,336.0,61,155,19.0,42,11,12,8.0,32.0,40.0,46,7.0,5.0,22.0,18,152,PG,2
5012,PG,21.0,51,938.0,158,402,66.0,92,26,38,20.0,95.0,115.0,79,33.0,10.0,49.0,78,408,SG,2
4915,PG,25.0,2,23.0,1,5,0.0,1,1,4,1.0,2.0,3.0,2,0.0,0.0,1.0,1,3,SG,2
4948,PG,21.0,34,781.0,115,268,39.0,76,52,76,30.0,61.0,91.0,117,44.0,16.0,65.0,80,321,PG,2
4922,PG,20.0,41,636.0,50,145,29.0,21,22,31,12.0,59.0,71.0,104,26.0,6.0,58.0,40,151,PG,2
4923,PG,23.0,26,246.0,46,111,13.0,33,15,19,9.0,26.0,35.0,29,12.0,12.0,15.0,30,120,SG,2
5056,PG,23.0,4,65.0,6,13,2.0,4,1,2,1.0,4.0,5.0,4,4.0,2.0,4.0,5,15,SG,2
4072,SG,29.0,36,1183.0,316,608,63.0,253,135,158,30.0,97.0,127.0,186,32.0,23.0,99.0,68,830,PG,2
3891,PG,32.0,47,1552.0,345,747,112.0,233,112,129,60.0,186.0,246.0,336,61.0,17.0,144.0,90,914,PG,2
4561,PG,28.0,26,70.0,2,12,2.0,0,0,0,0.0,8.0,8.0,4,4.0,0.0,4.0,6,6,SG,2
4544,PG,24.0,38,1108.0,205,409,15.0,190,69,90,48.0,105.0,153.0,209,56.0,15.0,89.0,79,494,PG,2
4789,SG,22.0,46,760.0,130,320,31.0,99,61,83,21.0,93.0,114.0,132,28.0,19.0,56.0,68,352,PG,2
4500,PG,24.0,36,432.0,34,97,11.0,23,12,18,5.0,41.0,46.0,40,8.0,4.0,24.0,49,91,SG,2
4489,PG,25.0,52,1770.0,480,946,80.0,400,251,315,25.0,198.0,223.0,322,55.0,18.0,138.0,128,1291,PG,2
4424,PG,30.0,50,1264.0,255,529,101.0,154,124,140,34.0,174.0,208.0,186,30.0,14.0,82.0,80,735,PG,2
3951,PG,32.0,34,755.0,138,338,33.0,105,77,113,14.0,78.0,92.0,178,27.0,12.0,80.0,59,386,PG,2
4383,SG,28.0,55,1674.0,236,575,86.0,150,101,141,40.0,177.0,217.0,216,47.0,13.0,92.0,124,659,PG,2
3969,SG,32.0,44,1506.0,356,773,130.0,226,181,207,32.0,236.0,268.0,231,64.0,15.0,145.0,120,1023,PG,2
4336,SG,29.0,88,2100.0,366,842,150.0,216,116,136,60.0,188.0,248.0,284,94.0,28.0,130.0,154,998,PG,2
4321,SG,26.0,33,1117.0,315,662,73.0,242,174,205,24.0,126.0,150.0,183,29.0,12.0,82.0,95,877,PG,2
4037,PG,30.0,88,3264.0,876,1788,290.0,586,352,394,88.0,358.0,446.0,478,92.0,72.0,202.0,242,2394,SG,2
4317,PG,26.0,114,3738.0,712,1534,308.0,404,306,360,60.0,290.0,350.0,702,122.0,42.0,304.0,244,2038,PG,2
4050,PG,32.0,52,1338.0,214,512,77.0,137,61,66,22.0,94.0,116.0,183,38.0,5.0,96.0,92,566,PG,2
4154,SG,31.0,52,1820.0,411,944,148.0,263,129,162,39.0,187.0,226.0,307,51.0,31.0,137.0,100,1099,PG,2
4107,SF,31.0,17,364.0,83,197,24.0,59,41,44,10.0,55.0,65.0,67,11.0,3.0,34.0,36,231,PG,2
3946,PG,34.0,30,311.0,41,98,2.0,39,1,2,4.0,38.0,42.0,73,6.0,6.0,35.0,27,85,PG,2
4541,SG,24.0,54,1219.0,255,575,90.0,165,126,138,27.0,113.0,140.0,209,36.0,13.0,107.0,85,726,PG,2
4586,SG,23.0,56,1990.0,427,949,196.0,231,146,160,15.0,135.0,150.0,235,40.0,13.0,121.0,133,1196,PG,2
4676,PG,24.0,52,1841.0,438,1023,112.0,326,402,454,38.0,115.0,153.0,533,54.0,8.0,215.0,78,1390,PG,2
4773,SG,24.0,76,1068.0,168,344,70.0,98,54,78,16.0,104.0,120.0,152,48.0,28.0,92.0,116,460,PG,2
4746,PG,27.0,11,202.0,37,76,14.0,23,9,10,6.0,18.0,24.0,30,8.0,0.0,14.0,13,97,PG,2
4077,PG,32.0,46,1665.0,435,931,191.0,244,384,419,29.0,169.0,198.0,334,38.0,14.0,147.0,89,1445,PG,2
4723,PG,23.0,48,1572.0,466,999,81.0,385,299,406,56.0,230.0,286.0,398,50.0,13.0,167.0,84,1312,PG,2
4717,PG,26.0,45,1183.0,156,391,80.0,76,57,65,18.0,85.0,103.0,117,42.0,4.0,67.0,113,449,PG,2
3898,PG,34.0,36,479.0,73,177,42.0,31,19,21,7.0,28.0,35.0,48,13.0,2.0,22.0,27,207,PG,2
4671,SG,26.0,53,1138.0,186,375,41.0,145,76,89,27.0,118.0,145.0,159,18.0,9.0,72.0,87,489,PG,2
4670,PG,24.0,53,1877.0,541,1065,47.0,494,506,555,46.0,202.0,248.0,300,87.0,57.0,153.0,143,1635,SG,2
4654,PG,23.0,50,1826.0,562,1112,137.0,425,405,555,45.0,396.0,441.0,407,76.0,24.0,183.0,134,1666,PF,2
4652,SG,25.0,30,642.0,92,242,61.0,31,41,45,8.0,43.0,51.0,67,18.0,5.0,29.0,46,286,PG,2
3903,PG,34.0,38,1313.0,372,751,185.0,187,190,206,22.0,219.0,241.0,244,37.0,15.0,122.0,82,1119,PG,2
4379,SF,25.0,24,772.0,194,414,37.0,157,113,129,11.0,108.0,119.0,117,18.0,12.0,79.0,61,538,PG,1
5031,SG,19.0,15,196.0,25,66,7.0,18,6,11,2.0,18.0,20.0,20,5.0,1.0,20.0,28,63,PG,1
4599,SG,24.0,47,1129.0,230,454,48.0,182,162,197,37.0,67.0,104.0,135,27.0,6.0,84.0,109,670,PG,1
5051,SG,20.0,55,1653.0,285,678,76.0,209,192,265,55.0,162.0,217.0,253,51.0,13.0,156.0,172,838,PG,1
4875,PG,25.0,42,536.0,78,193,41.0,37,9,13,21.0,41.0,62.0,45,14.0,1.0,30.0,34,206,SG,1
4737,PG,23.0,58,1778.0,413,939,155.0,258,234,272,24.0,140.0,164.0,263,47.0,14.0,192.0,157,1215,PG,1
4748,PG,22.0,40,1359.0,269,615,88.0,181,141,184,55.0,163.0,218.0,225,53.0,16.0,143.0,109,767,PG,1
5086,PG,24.0,3,8.0,2,3,1.0,1,0,0,1.0,0.0,1.0,1,0.0,0.0,0.0,1,5,SG,0
5088,PG,20.0,12,62.0,7,20,3.0,4,6,6,3.0,9.0,12.0,6,1.0,1.0,16.0,10,23,SG,0
5033,PG,23.0,1,1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,SG,0
