player_id,pos,age,g,mp,fg,fga,x3p,x2p,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,pred_pos,score
4803,PF,22.0,29,956.0,285,469,7.0,278,177,248,58.0,144.0,202.0,133,32.0,16.0,99.0,65,754,SG,1
4257,PF,28.0,54,1927.0,383,791,123.0,260,232,288,46.0,188.0,234.0,125,43.0,44.0,97.0,130,1121,SF,1
4417,C,28.0,45,1571.0,496,924,50.0,446,447,521,80.0,377.0,457.0,183,52.0,68.0,159.0,144,1489,PF,1
4415,SF,26.0,48,1707.0,473,971,121.0,352,204,262,57.0,279.0,336.0,155,53.0,22.0,146.0,128,1271,PF,1
4800,PF,25.0,46,706.0,121,196,9.0,112,38,61,76.0,103.0,179.0,22,16.0,25.0,33.0,101,289,C,1
4369,PF,27.0,51,811.0,124,265,55.0,69,65,79,46.0,138.0,184.0,42,17.0,24.0,41.0,60,368,PF,1
4349,C,29.0,50,624.0,112,185,0.0,112,59,85,60.0,78.0,138.0,31,16.0,25.0,31.0,74,283,PF,1
4339,PF,27.0,21,709.0,153,303,38.0,115,92,104,35.0,137.0,172.0,111,16.0,14.0,65.0,82,436,PF,1
4307,PF,27.0,47,1258.0,281,563,58.0,223,58,70,120.0,353.0,473.0,85,22.0,11.0,59.0,81,678,C,1
4266,PF,28.0,60,2152.0,503,1094,161.0,342,318,421,130.0,516.0,646.0,248,40.0,18.0,170.0,184,1485,PF,1
4255,PF,32.0,38,558.0,95,176,26.0,69,34,45,52.0,97.0,149.0,36,18.0,13.0,42.0,77,250,PF,1
4518,PF,24.0,55,2051.0,547,1178,183.0,364,408,472,57.0,416.0,473.0,250,57.0,43.0,159.0,120,1685,PF,1
4239,C,31.0,55,1083.0,141,194,0.0,141,92,130,112.0,123.0,235.0,44,35.0,23.0,50.0,159,374,PF,1
4224,PF,33.0,56,1796.0,411,837,136.0,275,263,298,33.0,172.0,205.0,144,33.0,7.0,127.0,104,1221,SG,1
4177,C,31.0,48,1353.0,195,393,70.0,125,122,143,60.0,195.0,255.0,158,46.0,27.0,105.0,184,582,PF,1
4164,PF,28.0,47,1554.0,532,988,38.0,494,394,610,109.0,463.0,572.0,254,36.0,37.0,187.0,159,1496,PF,1
4158,C,33.0,30,350.0,64,129,11.0,53,32,44,28.0,81.0,109.0,16,7.0,14.0,19.0,61,171,PF,1
3830,PF,34.0,41,821.0,111,285,69.0,42,56,63,42.0,238.0,280.0,76,7.0,7.0,47.0,65,347,PF,1
3770,PF,34.0,39,1403.0,410,734,71.0,339,267,286,14.0,248.0,262.0,207,32.0,57.0,136.0,92,1158,PF,1
3761,PF,36.0,37,711.0,112,224,15.0,97,53,76,25.0,68.0,93.0,44,15.0,9.0,34.0,71,292,SG,1
4472,C,25.0,54,1909.0,461,848,1.0,460,243,302,144.0,395.0,539.0,177,65.0,44.0,136.0,152,1166,PF,1
4390,PF,28.0,76,1094.0,160,368,56.0,104,78,94,80.0,214.0,294.0,114,28.0,10.0,76.0,144,454,PF,1
4519,PF,25.0,50,1555.0,259,512,40.0,219,104,128,56.0,298.0,354.0,62,34.0,62.0,59.0,164,662,C,1
4597,C,25.0,44,476.0,91,150,8.0,83,30,37,32.0,100.0,132.0,31,12.0,14.0,26.0,57,220,PF,1
3698,PF,37.0,55,1415.0,68,158,37.0,31,16,18,70.0,143.0,213.0,44,26.0,13.0,36.0,134,189,PF,1
4693,PF,26.0,51,1020.0,219,330,1.0,218,96,133,83.0,202.0,285.0,64,33.0,36.0,53.0,122,535,C,1
4534,PF,27.0,53,1851.0,428,948,136.0,292,141,196,51.0,351.0,402.0,207,26.0,26.0,156.0,123,1133,PF,1
4730,C,22.0,33,438.0,60,113,3.0,57,41,61,31.0,66.0,97.0,24,13.0,11.0,20.0,44,164,PF,1
4663,C,25.0,38,799.0,138,282,39.0,99,111,128,53.0,127.0,180.0,64,29.0,9.0,47.0,104,426,PF,1
4656,C,23.0,25,532.0,108,201,9.0,99,40,52,52.0,96.0,148.0,14,13.0,18.0,22.0,51,265,PF,1
4766,SF,24.0,42,1234.0,260,546,123.0,137,64,81,39.0,186.0,225.0,43,29.0,21.0,47.0,95,707,PF,1
4535,SF,25.0,54,1851.0,454,886,164.0,290,270,308,97.0,367.0,464.0,98,34.0,34.0,98.0,112,1342,PF,1
4784,PF,24.0,82,2032.0,406,842,76.0,330,128,182,72.0,318.0,390.0,82,30.0,30.0,82.0,94,1016,PF,1
4722,PF,24.0,42,474.0,67,155,18.0,49,20,41,21.0,86.0,107.0,38,18.0,7.0,31.0,53,172,SF,1
5077,PF,20.0,1,1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,SG,0
4862,PF,26.0,16,98.0,11,26,4.0,7,0,0,3.0,9.0,12.0,2,2.0,6.0,6.0,13,26,SG,0
3902,C,33.0,16,185.0,26,54,6.0,20,8,13,15.0,29.0,44.0,4,2.0,7.0,11.0,23,66,PF,0
5078,PF,21.0,17,171.0,21,40,1.0,20,10,16,29.0,16.0,45.0,3,5.0,6.0,9.0,13,53,PF,0
5065,SF,20.0,11,68.0,14,27,1.0,13,6,6,5.0,17.0,22.0,3,3.0,6.0,0.0,7,35,PF,0
4764,PF,25.0,2,14.0,1,2,0.0,1,0,0,3.0,2.0,5.0,0,0.0,0.0,1.0,3,2,SG,0
5046,PF,23.0,9,26.0,4,8,1.0,3,0,0,1.0,10.0,11.0,0,1.0,0.0,0.0,2,9,SG,0
4692,PF,23.0,54,1251.0,233,401,28.0,205,69,92,61.0,276.0,337.0,46,23.0,72.0,98.0,73,563,C,0
5040,PF,23.0,3,23.0,5,11,3.0,2,2,2,1.0,5.0,6.0,1,0.0,1.0,0.0,2,15,SG,0
4894,C,23.0,24,137.0,21,24,0.0,21,2,6,13.0,37.0,50.0,6,3.0,6.0,10.0,12,44,PF,0
4649,PF,23.0,42,593.0,84,179,43.0,41,26,33,20.0,88.0,108.0,15,14.0,12.0,32.0,74,237,PF,0
4359,C,29.0,33,301.0,47,69,3.0,44,12,15,24.0,47.0,71.0,5,3.0,11.0,12.0,45,109,PF,0
4583,PF,26.0,4,30.0,3,6,0.0,3,1,2,2.0,8.0,10.0,1,1.0,0.0,4.0,3,7,SG,0
4990,PF,24.0,3,14.0,2,2,0.0,2,0,0,1.0,2.0,3.0,2,0.0,0.0,0.0,2,4,SG,0
4942,PF,21.0,4,13.0,1,4,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,SG,0
4702,PF,26.0,1,3.0,1,1,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,2,2,SG,0
